tourney_id,tourney_name,tourney_location,surface,draw_size,tourney_level,tourney_date,latitude,longitude
2003-D001,Davis Cup WG R1: ROU vs FRA,Davis Cup WG R1: ROU vs FRA,Carpet,4,D,20030207,,
2003-D004,Davis Cup WG R1: SWE vs BRA,Davis Cup WG R1: SWE vs BRA,Carpet,4,D,20030207,,
2003-D024,Davis Cup G2 R1: CHN vs PHI,Davis Cup G2 R1: CHN vs PHI,Hard,4,D,20030214,,
2003-D067,Davis Cup G1 PO: INA vs KOR,Davis Cup G1 PO: INA vs KOR,Hard,4,D,20030404,,
2003-D066,Davis Cup G1 PO: JPN vs PAK,Davis Cup G1 PO: JPN vs PAK,Carpet,4,D,20030404,,
2003-D045,Davis Cup G1 R2: AUT vs FIN,Davis Cup G1 R2: AUT vs FIN,Carpet,4,D,20030404,,
2003-D046,Davis Cup G1 R2: BLR vs ZIM,Davis Cup G1 R2: BLR vs ZIM,Carpet,4,D,20030404,,
2003-D041,Davis Cup G1 R2: CAN vs PER,Davis Cup G1 R2: CAN vs PER,Carpet,4,D,20030404,,
2003-D040,Davis Cup G1 R2: ECU vs VEN,Davis Cup G1 R2: ECU vs VEN,Clay,4,D,20030404,,
2003-D042,Davis Cup G1 R2: IND vs NZL,Davis Cup G1 R2: IND vs NZL,Grass,4,D,20030404,,
2003-D044,Davis Cup G1 R2: LUX vs SVK,Davis Cup G1 R2: LUX vs SVK,Hard,4,D,20030404,,
2003-D047,Davis Cup G1 R2: MAR vs ITA,Davis Cup G1 R2: MAR vs ITA,Clay,4,D,20030404,,
2003-D043,Davis Cup G1 R2: UZB vs THA,Davis Cup G1 R2: UZB vs THA,Hard,4,D,20030404,,
2003-D060,Davis Cup G2 PO: AHO vs HAI,Davis Cup G2 PO: AHO vs HAI,Hard,4,D,20030404,,
2003-D076,Davis Cup G2 PO: PHI vs KAZ,Davis Cup G2 PO: PHI vs KAZ,Clay,4,D,20030404,,
2003-D075,Davis Cup G2 PO: TJK vs IRI,Davis Cup G2 PO: TJK vs IRI,Clay,4,D,20030404,,
2003-D061,Davis Cup G2 PO: URU vs COL,Davis Cup G2 PO: URU vs COL,Clay,4,D,20030404,,
2003-D032,Davis Cup G2 R1: AND vs GRE,Davis Cup G2 R1: AND vs GRE,Carpet,4,D,20030404,,
2003-D029,Davis Cup G2 R1: BUL vs UKR,Davis Cup G2 R1: BUL vs UKR,Carpet,4,D,20030404,,
2003-D028,Davis Cup G2 R1: DEN vs TUN,Davis Cup G2 R1: DEN vs TUN,Hard,4,D,20030404,,
2003-D027,Davis Cup G2 R1: GHA vs SLO,Davis Cup G2 R1: GHA vs SLO,Hard,4,D,20030404,,
2003-D031,Davis Cup G2 R1: IRL vs EGY,Davis Cup G2 R1: IRL vs EGY,Hard,4,D,20030404,,
2003-D025,Davis Cup G2 R1: POR vs MON,Davis Cup G2 R1: POR vs MON,Clay,4,D,20030404,,
2003-D026,Davis Cup G2 R1: RSA vs POL,Davis Cup G2 R1: RSA vs POL,Hard,4,D,20030404,,
2003-D030,Davis Cup G2 R1: YUG vs CIV,Davis Cup G2 R1: YUG vs CIV,Carpet,4,D,20030404,,
2003-D052,Davis Cup G2 R2: CHN vs TPE,Davis Cup G2 R2: CHN vs TPE,Hard,4,D,20030404,,
2003-D049,Davis Cup G2 R2: DOM vs CUB,Davis Cup G2 R2: DOM vs CUB,Clay,4,D,20030404,,
2003-D048,Davis Cup G2 R2: PAR vs MEX,Davis Cup G2 R2: PAR vs MEX,Clay,4,D,20030404,,
2003-D036,Davis Cup WG QF: ARG vs RUS,Davis Cup WG QF: ARG vs RUS,Clay,4,D,20030404,,
2003-D035,Davis Cup WG QF: ESP vs CRO,Davis Cup WG QF: ESP vs CRO,Clay,4,D,20030404,,
2003-D033,Davis Cup WG QF: FRA vs SUI,Davis Cup WG QF: FRA vs SUI,Hard,4,D,20030404,,
2003-D034,Davis Cup WG QF: SWE vs AUS,Davis Cup WG QF: SWE vs AUS,Hard,4,D,20030404,,
2003-D051,Davis Cup G2 R2: LIB vs HKG,Davis Cup G2 R2: LIB vs HKG,Hard,4,D,20030620,,
2003-D072,Davis Cup G1 PO: ISR vs ZIM,Davis Cup G1 PO: ISR vs ZIM,Hard,4,D,20030711,,
2003-D071,Davis Cup G1 PO: NOR vs FIN,Davis Cup G1 PO: NOR vs FIN,Clay,4,D,20030711,,
2003-D069,Davis Cup G1 PO: VEN vs CHI,Davis Cup G1 PO: VEN vs CHI,Hard,4,D,20030711,,
2003-D065,Davis Cup G2 PO: AND vs EGY,Davis Cup G2 PO: AND vs EGY,Carpet,4,D,20030711,,
2003-D062,Davis Cup G2 PO: POL vs MON,Davis Cup G2 PO: POL vs MON,Clay,4,D,20030711,,
2003-D063,Davis Cup G2 PO: TUN vs GHA,Davis Cup G2 PO: TUN vs GHA,Clay,4,D,20030711,,
2003-D064,Davis Cup G2 PO: UKR vs CIV,Davis Cup G2 PO: UKR vs CIV,Clay,4,D,20030711,,
2003-D055,Davis Cup G2 R2: DEN vs SLO,Davis Cup G2 R2: DEN vs SLO,Hard,4,D,20030711,,
2003-D057,Davis Cup G2 R2: GRE vs IRL,Davis Cup G2 R2: GRE vs IRL,Clay,4,D,20030711,,
2003-D054,Davis Cup G2 R2: RSA vs POR,Davis Cup G2 R2: RSA vs POR,Hard,4,D,20030711,,
2003-D056,Davis Cup G2 R2: YUG vs BUL,Davis Cup G2 R2: YUG vs BUL,Clay,4,D,20030711,,
2003-D073,Davis Cup G1 PO: NOR vs LUX,Davis Cup G1 PO: NOR vs LUX,Clay,4,D,20030919,,
2003-D068,Davis Cup G1 PO: PAK vs KOR,Davis Cup G1 PO: PAK vs KOR,Grass,4,D,20030919,,
2003-D070,Davis Cup G1 PO: VEN vs BAH,Davis Cup G1 PO: VEN vs BAH,Hard,4,D,20030919,,
2003-D074,Davis Cup G1 PO: ZIM vs ITA,Davis Cup G1 PO: ZIM vs ITA,Hard,4,D,20030919,,
2003-D050,Davis Cup G2 F: DOM vs PAR,Davis Cup G2 F: DOM vs PAR,Hard,4,D,20030919,,
2003-D053,Davis Cup G2 F: TPE vs HKG,Davis Cup G2 F: TPE vs HKG,Hard,4,D,20030919,,
2003-D058,Davis Cup G2 R3: DEN vs RSA,Davis Cup G2 R3: DEN vs RSA,Carpet,4,D,20030919,,
2003-D059,Davis Cup G2 R3: GRE vs YUG,Davis Cup G2 R3: GRE vs YUG,Clay,4,D,20030919,,
2003-D077,Davis Cup WG PO: AUT vs BEL,Davis Cup WG PO: AUT vs BEL,Clay,4,D,20030919,,
2003-D078,Davis Cup WG PO: CAN vs BRA,Davis Cup WG PO: CAN vs BRA,Carpet,4,D,20030919,,
2003-D083,Davis Cup WG PO: ECU vs ROU,Davis Cup WG PO: ECU vs ROU,Clay,4,D,20030919,,
2003-D080,Davis Cup WG PO: GER vs BLR,Davis Cup WG PO: GER vs BLR,Clay,4,D,20030919,,
2003-D081,Davis Cup WG PO: MAR vs GBR,Davis Cup WG PO: MAR vs GBR,Clay,4,D,20030919,,
2003-D082,Davis Cup WG PO: NED vs IND,Davis Cup WG PO: NED vs IND,Hard,4,D,20030919,,
2003-D084,Davis Cup WG PO: SVK vs USA,Davis Cup WG PO: SVK vs USA,Clay,4,D,20030919,,
2003-D079,Davis Cup WG PO: THA vs CZE,Davis Cup WG PO: THA vs CZE,Hard,4,D,20030919,,
2003-D037,Davis Cup WG SF: AUS vs SUI,Davis Cup WG SF: AUS vs SUI,Hard,4,D,20030919,,
2003-D038,Davis Cup WG SF: ESP vs ARG,Davis Cup WG SF: ESP vs ARG,Clay,4,D,20030919,,
2003-D039,Davis Cup WG F: AUS vs ESP,Davis Cup WG F: AUS vs ESP,Grass,4,D,20031128,,
2004-D033,Davis Cup G1 R1: INA vs JPN,Davis Cup G1 R1: INA vs JPN,Hard,4,D,20040206,,
2004-D016,Davis Cup G1 R1: LUX vs FIN,Davis Cup G1 R1: LUX vs FIN,Hard,4,D,20040206,,
2004-D034,Davis Cup G1 R1: NZL vs IND,Davis Cup G1 R1: NZL vs IND,Carpet,4,D,20040206,,
2004-D025,Davis Cup G1 R1: PER vs CHI,Davis Cup G1 R1: PER vs CHI,Clay,4,D,20040206,,
2004-D031,Davis Cup G1 R1: THA vs PAK,Davis Cup G1 R1: THA vs PAK,Hard,4,D,20040206,,
2004-D032,Davis Cup G1 R1: TPE vs UZB,Davis Cup G1 R1: TPE vs UZB,Hard,4,D,20040206,,
2004-D024,Davis Cup G1 R1: VEN vs PAR,Davis Cup G1 R1: VEN vs PAR,Hard,4,D,20040206,,
2004-D017,Davis Cup G1 R1: ZIM vs GRE,Davis Cup G1 R1: ZIM vs GRE,Hard,4,D,20040206,,
2004-D057,Davis Cup G2 R1: CUB vs DOM,Davis Cup G2 R1: CUB vs DOM,Hard,4,D,20040206,,
2004-D056,Davis Cup G2 R1: HAI vs URU,Davis Cup G2 R1: HAI vs URU,Clay,4,D,20040206,,
2004-D064,Davis Cup G2 R1: HKG vs KUW,Davis Cup G2 R1: HKG vs KUW,Hard,4,D,20040206,,
2004-D055,Davis Cup G2 R1: JAM vs MEX,Davis Cup G2 R1: JAM vs MEX,Hard,4,D,20040206,,
2004-D062,Davis Cup G2 R1: LIB vs IRI,Davis Cup G2 R1: LIB vs IRI,Carpet,4,D,20040206,,
2004-D061,Davis Cup G2 R1: MAS vs KOR,Davis Cup G2 R1: MAS vs KOR,Hard,4,D,20040206,,
2004-D063,Davis Cup G2 R1: PHI vs CHN,Davis Cup G2 R1: PHI vs CHN,Clay,4,D,20040206,,
2004-D054,Davis Cup G2 R1: PUR vs BAH,Davis Cup G2 R1: PUR vs BAH,Hard,4,D,20040206,,
2004-D001,Davis Cup WG R1: AUS vs SWE,Davis Cup WG R1: AUS vs SWE,Hard,4,D,20040206,,
2004-D003,Davis Cup WG R1: BLR vs RUS,Davis Cup WG R1: BLR vs RUS,Carpet,4,D,20040206,,
2004-D008,Davis Cup WG R1: CZE vs ESP,Davis Cup WG R1: CZE vs ESP,Carpet,4,D,20040206,,
2004-D006,Davis Cup WG R1: FRA vs CRO,Davis Cup WG R1: FRA vs CRO,Clay,4,D,20040206,,
2004-D004,Davis Cup WG R1: MAR vs ARG,Davis Cup WG R1: MAR vs ARG,Hard,4,D,20040206,,
2004-D007,Davis Cup WG R1: NED vs CAN,Davis Cup WG R1: NED vs CAN,Clay,4,D,20040206,,
2004-D005,Davis Cup WG R1: ROU vs SUI,Davis Cup WG R1: ROU vs SUI,Clay,4,D,20040206,,
2004-D002,Davis Cup WG R1: USA vs AUT,Davis Cup WG R1: USA vs AUT,Hard,4,D,20040206,,
2004-D038,Davis Cup G1 PO: INA vs NZL,Davis Cup G1 PO: INA vs NZL,Hard,4,D,20040409,,
2004-D037,Davis Cup G1 PO: TPE vs PAK,Davis Cup G1 PO: TPE vs PAK,Hard,4,D,20040409,,
2004-D020,Davis Cup G1 R2: BEL vs ZIM,Davis Cup G1 R2: BEL vs ZIM,Clay,4,D,20040409,,
2004-D026,Davis Cup G1 R2: BRA vs PAR,Davis Cup G1 R2: BRA vs PAR,Clay,4,D,20040409,,
2004-D027,Davis Cup G1 R2: CHI vs ECU,Davis Cup G1 R2: CHI vs ECU,Clay,4,D,20040409,,
2004-D018,Davis Cup G1 R2: GER vs ISR,Davis Cup G1 R2: GER vs ISR,Hard,4,D,20040409,,
2004-D036,Davis Cup G1 R2: JPN vs IND,Davis Cup G1 R2: JPN vs IND,Hard,4,D,20040409,,
2004-D019,Davis Cup G1 R2: LUX vs GBR,Davis Cup G1 R2: LUX vs GBR,Hard,4,D,20040409,,
2004-D021,Davis Cup G1 R2: RSA vs SVK,Davis Cup G1 R2: RSA vs SVK,Grass,4,D,20040409,,
2004-D035,Davis Cup G1 R2: THA vs UZB,Davis Cup G1 R2: THA vs UZB,Hard,4,D,20040409,,
2004-D073,Davis Cup G2 PO: CUB vs HAI,Davis Cup G2 PO: CUB vs HAI,Hard,4,D,20040409,,
2004-D074,Davis Cup G2 PO: IRI vs MAS,Davis Cup G2 PO: IRI vs MAS,Clay,4,D,20040409,,
2004-D075,Davis Cup G2 PO: PHI vs HKG,Davis Cup G2 PO: PHI vs HKG,Clay,4,D,20040409,,
2004-D072,Davis Cup G2 PO: PUR vs JAM,Davis Cup G2 PO: PUR vs JAM,Hard,4,D,20040409,,
2004-D041,Davis Cup G2 R1: BUL vs EGY,Davis Cup G2 R1: BUL vs EGY,Carpet,4,D,20040409,,
2004-D046,Davis Cup G2 R1: IRL vs HUN,Davis Cup G2 R1: IRL vs HUN,Carpet,4,D,20040409,,
2004-D040,Davis Cup G2 R1: ITA vs GEO,Davis Cup G2 R1: ITA vs GEO,Clay,4,D,20040409,,
2004-D047,Davis Cup G2 R1: NOR vs UKR,Davis Cup G2 R1: NOR vs UKR,Hard,4,D,20040409,,
2004-D045,Davis Cup G2 R1: SCG vs LAT,Davis Cup G2 R1: SCG vs LAT,Carpet,4,D,20040409,,
2004-D043,Davis Cup G2 R1: SLO vs POL,Davis Cup G2 R1: SLO vs POL,Clay,4,D,20040409,,
2004-D044,Davis Cup G2 R1: TUN vs POR,Davis Cup G2 R1: TUN vs POR,Hard,4,D,20040409,,
2004-D066,Davis Cup G2 R2: CHN vs KUW,Davis Cup G2 R2: CHN vs KUW,Hard,4,D,20040409,,
2004-D059,Davis Cup G2 R2: DOM vs URU,Davis Cup G2 R2: DOM vs URU,Hard,4,D,20040409,,
2004-D065,Davis Cup G2 R2: KOR vs LIB,Davis Cup G2 R2: KOR vs LIB,Hard,4,D,20040409,,
2004-D058,Davis Cup G2 R2: MEX vs BAH,Davis Cup G2 R2: MEX vs BAH,Clay,4,D,20040409,,
2004-D010,Davis Cup WG QF: BLR vs ARG,Davis Cup WG QF: BLR vs ARG,Carpet,4,D,20040409,,
2004-D012,Davis Cup WG QF: ESP vs NED,Davis Cup WG QF: ESP vs NED,Clay,4,D,20040409,,
2004-D011,Davis Cup WG QF: SUI vs FRA,Davis Cup WG QF: SUI vs FRA,Hard,4,D,20040409,,
2004-D009,Davis Cup WG QF: USA vs SWE,Davis Cup WG QF: USA vs SWE,Hard,4,D,20040409,,
2004-D029,Davis Cup G1 PO: ECU vs PER,Davis Cup G1 PO: ECU vs PER,Hard,4,D,20040716,,
2004-D028,Davis Cup G1 PO: VEN vs BRA,Davis Cup G1 PO: VEN vs BRA,Hard,4,D,20040716,,
2004-D068,Davis Cup G2 PO: GEO vs EGY,Davis Cup G2 PO: GEO vs EGY,Clay,4,D,20040716,,
2004-D070,Davis Cup G2 PO: LAT vs TUN,Davis Cup G2 PO: LAT vs TUN,Clay,4,D,20040716,,
2004-D071,Davis Cup G2 PO: UKR vs IRL,Davis Cup G2 PO: UKR vs IRL,Hard,4,D,20040716,,
2004-D051,Davis Cup G2 R2: HUN vs NOR,Davis Cup G2 R2: HUN vs NOR,Clay,4,D,20040716,,
2004-D048,Davis Cup G2 R2: ITA vs BUL,Davis Cup G2 R2: ITA vs BUL,Clay,4,D,20040716,,
2004-D049,Davis Cup G2 R2: POL vs ALG,Davis Cup G2 R2: POL vs ALG,Clay,4,D,20040716,,
2004-D050,Davis Cup G2 R2: POR vs SCG,Davis Cup G2 R2: POR vs SCG,Clay,4,D,20040716,,
2004-D022,Davis Cup G1 PO: ISR vs FIN,Davis Cup G1 PO: ISR vs FIN,Hard,4,D,20040923,,
2004-D030,Davis Cup G1 PO: BRA vs PER,Davis Cup G1 PO: BRA vs PER,Clay,4,D,20040924,,
2004-D039,Davis Cup G1 PO: PAK vs NZL,Davis Cup G1 PO: PAK vs NZL,Clay,4,D,20040924,,
2004-D023,Davis Cup G1 PO: RSA vs GRE,Davis Cup G1 PO: RSA vs GRE,Hard,4,D,20040924,,
2004-D067,Davis Cup G2 F: CHN vs KOR,Davis Cup G2 F: CHN vs KOR,Hard,4,D,20040924,,
2004-D053,Davis Cup G2 F: HUN vs SCG,Davis Cup G2 F: HUN vs SCG,Clay,4,D,20040924,,
2004-D052,Davis Cup G2 F: ITA vs POL,Davis Cup G2 F: ITA vs POL,Clay,4,D,20040924,,
2004-D060,Davis Cup G2 F: MEX vs DOM,Davis Cup G2 F: MEX vs DOM,Clay,4,D,20040924,,
2004-D076,Davis Cup WG PO: AUS vs MAR,Davis Cup WG PO: AUS vs MAR,Grass,4,D,20040924,,
2004-D081,Davis Cup WG PO: AUT vs GBR,Davis Cup WG PO: AUT vs GBR,Clay,4,D,20040924,,
2004-D077,Davis Cup WG PO: CHI vs JPN,Davis Cup WG PO: CHI vs JPN,Clay,4,D,20040924,,
2004-D078,Davis Cup WG PO: CRO vs BEL,Davis Cup WG PO: CRO vs BEL,Carpet,4,D,20040924,,
2004-D079,Davis Cup WG PO: PAR vs CZE,Davis Cup WG PO: PAR vs CZE,Clay,4,D,20040924,,
2004-D082,Davis Cup WG PO: ROU vs CAN,Davis Cup WG PO: ROU vs CAN,Clay,4,D,20040924,,
2004-D083,Davis Cup WG PO: RUS vs THA,Davis Cup WG PO: RUS vs THA,Clay,4,D,20040924,,
2004-D080,Davis Cup WG PO: SVK vs GER,Davis Cup WG PO: SVK vs GER,Hard,4,D,20040924,,
2004-D014,Davis Cup WG SF: ESP vs FRA,Davis Cup WG SF: ESP vs FRA,Clay,4,D,20040924,,
2004-D013,Davis Cup WG SF: USA vs BLR,Davis Cup WG SF: USA vs BLR,Hard,4,D,20040924,,
2004-D015,Davis Cup WG F: ESP vs USA,Davis Cup WG F: ESP vs USA,Clay,4,D,20041203,,
2005-D041,Davis Cup G1 R1: INA vs UZB,Davis Cup G1 R1: INA vs UZB,Hard,4,D,20050304,,
2005-D042,Davis Cup G1 R1: IND vs CHN,Davis Cup G1 R1: IND vs CHN,Grass,4,D,20050304,,
2005-D031,Davis Cup G1 R1: LUX vs ITA,Davis Cup G1 R1: LUX vs ITA,Hard,4,D,20050304,,
2005-D025,Davis Cup G1 R1: MEX vs ECU,Davis Cup G1 R1: MEX vs ECU,Hard,4,D,20050304,,
2005-D039,Davis Cup G1 R1: PAK vs THA,Davis Cup G1 R1: PAK vs THA,Grass,4,D,20050304,,
2005-D030,Davis Cup G1 R1: SCG vs ZIM,Davis Cup G1 R1: SCG vs ZIM,Clay,4,D,20050304,,
2005-D040,Davis Cup G1 R1: TPE vs JPN,Davis Cup G1 R1: TPE vs JPN,Hard,4,D,20050304,,
2005-D024,Davis Cup G1 R1: VEN vs PER,Davis Cup G1 R1: VEN vs PER,Hard,4,D,20050304,,
2005-D032,Davis Cup G1 R2: ISR vs GBR,Davis Cup G1 R2: ISR vs GBR,Hard,4,D,20050304,,
2005-D035,Davis Cup G1 R2: RSA vs GER,Davis Cup G1 R2: RSA vs GER,Hard,4,D,20050304,,
2005-D067,Davis Cup G2 R1: AHO vs BAH,Davis Cup G2 R1: AHO vs BAH,Hard,4,D,20050304,,
2005-D053,Davis Cup G2 R1: ALG vs POL,Davis Cup G2 R1: ALG vs POL,Clay,4,D,20050304,,
2005-D049,Davis Cup G2 R1: BUL vs GEO,Davis Cup G2 R1: BUL vs GEO,Carpet,4,D,20050304,,
2005-D066,Davis Cup G2 R1: COL vs BRA,Davis Cup G2 R1: COL vs BRA,Clay,4,D,20050304,,
2005-D068,Davis Cup G2 R1: CUB vs URU,Davis Cup G2 R1: CUB vs URU,Hard,4,D,20050304,,
2005-D052,Davis Cup G2 R1: EST vs POR,Davis Cup G2 R1: EST vs POR,Carpet,4,D,20050304,,
2005-D048,Davis Cup G2 R1: GHA vs FIN,Davis Cup G2 R1: GHA vs FIN,Hard,4,D,20050304,,
2005-D050,Davis Cup G2 R1: HUN vs MON,Davis Cup G2 R1: HUN vs MON,Hard,4,D,20050304,,
2005-D075,Davis Cup G2 R1: IRI vs KUW,Davis Cup G2 R1: IRI vs KUW,Clay,4,D,20050304,,
2005-D069,Davis Cup G2 R1: JAM vs DOM,Davis Cup G2 R1: JAM vs DOM,Hard,4,D,20050304,,
2005-D055,Davis Cup G2 R1: LAT vs GRE,Davis Cup G2 R1: LAT vs GRE,Carpet,4,D,20050304,,
2005-D074,Davis Cup G2 R1: NZL vs KAZ,Davis Cup G2 R1: NZL vs KAZ,Hard,4,D,20050304,,
2005-D077,Davis Cup G2 R1: PHI vs KOR,Davis Cup G2 R1: PHI vs KOR,Clay,4,D,20050304,,
2005-D076,Davis Cup G2 R1: POC vs LIB,Davis Cup G2 R1: POC vs LIB,Hard,4,D,20050304,,
2005-D054,Davis Cup G2 R1: SLO vs CIV,Davis Cup G2 R1: SLO vs CIV,Hard,4,D,20050304,,
2005-D051,Davis Cup G2 R1: UKR vs NOR,Davis Cup G2 R1: UKR vs NOR,Carpet,4,D,20050304,,
2005-D004,Davis Cup WG R1: ARG vs CZE,Davis Cup WG R1: ARG vs CZE,Clay,4,D,20050304,,
2005-D003,Davis Cup WG R1: AUS vs AUT,Davis Cup WG R1: AUS vs AUT,Grass,4,D,20050304,,
2005-D006,Davis Cup WG R1: FRA vs SWE,Davis Cup WG R1: FRA vs SWE,Clay,4,D,20050304,,
2005-D007,Davis Cup WG R1: ROU vs BLR,Davis Cup WG R1: ROU vs BLR,Clay,4,D,20050304,,
2005-D005,Davis Cup WG R1: RUS vs CHI,Davis Cup WG R1: RUS vs CHI,Carpet,4,D,20050304,,
2005-D002,Davis Cup WG R1: SUI vs NED,Davis Cup WG R1: SUI vs NED,Hard,4,D,20050304,,
2005-D001,Davis Cup WG R1: SVK vs ESP,Davis Cup WG R1: SVK vs ESP,Hard,4,D,20050304,,
2005-D008,Davis Cup WG R1: USA vs CRO,Davis Cup WG R1: USA vs CRO,Hard,4,D,20050304,,
2005-D034,Davis Cup G1 R2: ITA vs MAR,Davis Cup G1 R2: ITA vs MAR,Clay,4,D,20050428,,
2005-D027,Davis Cup G1 R2: ECU vs PAR,Davis Cup G1 R2: ECU vs PAR,Clay,4,D,20050429,,
2005-D044,Davis Cup G1 R2: IND vs UZB,Davis Cup G1 R2: IND vs UZB,Grass,4,D,20050429,,
2005-D043,Davis Cup G1 R2: PAK vs TPE,Davis Cup G1 R2: PAK vs TPE,Grass,4,D,20050429,,
2005-D033,Davis Cup G1 R2: SCG vs BEL,Davis Cup G1 R2: SCG vs BEL,Clay,4,D,20050429,,
2005-D026,Davis Cup G1 R2: VEN vs CAN,Davis Cup G1 R2: VEN vs CAN,Clay,4,D,20050429,,
2005-D046,Davis Cup G1 PO: CHN vs INA,Davis Cup G1 PO: CHN vs INA,Hard,4,D,20050715,,
2005-D045,Davis Cup G1 PO: JPN vs THA,Davis Cup G1 PO: JPN vs THA,Carpet,4,D,20050715,,
2005-D036,Davis Cup G1 PO: LUX vs MAR,Davis Cup G1 PO: LUX vs MAR,Hard,4,D,20050715,,
2005-D028,Davis Cup G1 PO: MEX vs PAR,Davis Cup G1 PO: MEX vs PAR,Hard,4,D,20050715,,
2005-D072,Davis Cup G2 PO: COL vs BAH,Davis Cup G2 PO: COL vs BAH,Clay,4,D,20050715,,
2005-D062,Davis Cup G2 PO: GHA vs GEO,Davis Cup G2 PO: GHA vs GEO,Hard,4,D,20050715,,
2005-D065,Davis Cup G2 PO: GRE vs CIV,Davis Cup G2 PO: GRE vs CIV,Clay,4,D,20050715,,
2005-D081,Davis Cup G2 PO: IRI vs KAZ,Davis Cup G2 PO: IRI vs KAZ,Clay,4,D,20050715,,
2005-D073,Davis Cup G2 PO: JAM vs CUB,Davis Cup G2 PO: JAM vs CUB,Hard,4,D,20050715,,
2005-D082,Davis Cup G2 PO: LIB vs PHI,Davis Cup G2 PO: LIB vs PHI,Clay,4,D,20050715,,
2005-D063,Davis Cup G2 PO: NOR vs MON,Davis Cup G2 PO: NOR vs MON,Clay,4,D,20050715,,
2005-D064,Davis Cup G2 PO: POL vs EST,Davis Cup G2 PO: POL vs EST,Clay,4,D,20050715,,
2005-D070,Davis Cup G2 R2: BRA vs AHO,Davis Cup G2 R2: BRA vs AHO,Clay,4,D,20050715,,
2005-D056,Davis Cup G2 R2: FIN vs BUL,Davis Cup G2 R2: FIN vs BUL,Clay,4,D,20050715,,
2005-D079,Davis Cup G2 R2: KOR vs POC,Davis Cup G2 R2: KOR vs POC,Hard,4,D,20050715,,
2005-D078,Davis Cup G2 R2: NZL vs KUW,Davis Cup G2 R2: NZL vs KUW,Hard,4,D,20050715,,
2005-D058,Davis Cup G2 R2: POR vs ALG,Davis Cup G2 R2: POR vs ALG,Clay,4,D,20050715,,
2005-D059,Davis Cup G2 R2: SLO vs LAT,Davis Cup G2 R2: SLO vs LAT,Clay,4,D,20050715,,
2005-D057,Davis Cup G2 R2: UKR vs HUN,Davis Cup G2 R2: UKR vs HUN,Hard,4,D,20050715,,
2005-D071,Davis Cup G2 R2: URU vs DOM,Davis Cup G2 R2: URU vs DOM,Clay,4,D,20050715,,
2005-D010,Davis Cup WG QF: AUS vs ARG,Davis Cup WG QF: AUS vs ARG,Grass,4,D,20050715,,
2005-D012,Davis Cup WG QF: CRO vs ROU,Davis Cup WG QF: CRO vs ROU,Carpet,4,D,20050715,,
2005-D011,Davis Cup WG QF: RUS vs FRA,Davis Cup WG QF: RUS vs FRA,Clay,4,D,20050715,,
2005-D009,Davis Cup WG QF: SVK vs NED,Davis Cup WG QF: SVK vs NED,Hard,4,D,20050715,,
2005-D038,Davis Cup G1 PO: MAR vs RSA,Davis Cup G1 PO: MAR vs RSA,Clay,4,D,20050923,,
2005-D029,Davis Cup G1 PO: PER vs PAR,Davis Cup G1 PO: PER vs PAR,Clay,4,D,20050923,,
2005-D047,Davis Cup G1 PO: THA vs INA,Davis Cup G1 PO: THA vs INA,Hard,4,D,20050923,,
2005-D037,Davis Cup G1 PO: ZIM vs ISR,Davis Cup G1 PO: ZIM vs ISR,Hard,4,D,20050923,,
2005-D080,Davis Cup G2 F: NZL vs KOR,Davis Cup G2 F: NZL vs KOR,Hard,4,D,20050923,,
2005-D061,Davis Cup G2 F: POR vs SLO,Davis Cup G2 F: POR vs SLO,Clay,4,D,20050923,,
2005-D060,Davis Cup G2 F: UKR vs BUL,Davis Cup G2 F: UKR vs BUL,Hard,4,D,20050923,,
2005-D083,Davis Cup G2 F: URU vs BRA,Davis Cup G2 F: URU vs BRA,Clay,4,D,20050923,,
2005-D016,Davis Cup WG PO: AUT vs ECU,Davis Cup WG PO: AUT vs ECU,Hard,4,D,20050923,,
2005-D023,Davis Cup WG PO: BEL vs USA,Davis Cup WG PO: BEL vs USA,Clay,4,D,20050923,,
2005-D017,Davis Cup WG PO: CAN vs BLR,Davis Cup WG PO: CAN vs BLR,Hard,4,D,20050923,,
2005-D018,Davis Cup WG PO: CHI vs PAK,Davis Cup WG PO: CHI vs PAK,Clay,4,D,20050923,,
2005-D019,Davis Cup WG PO: CZE vs GER,Davis Cup WG PO: CZE vs GER,Clay,4,D,20050923,,
2005-D021,Davis Cup WG PO: IND vs SWE,Davis Cup WG PO: IND vs SWE,Grass,4,D,20050923,,
2005-D020,Davis Cup WG PO: ITA vs ESP,Davis Cup WG PO: ITA vs ESP,Clay,4,D,20050923,,
2005-D022,Davis Cup WG PO: SUI vs GBR,Davis Cup WG PO: SUI vs GBR,Clay,4,D,20050923,,
2005-D014,Davis Cup WG SF: CRO vs RUS,Davis Cup WG SF: CRO vs RUS,Carpet,4,D,20050923,,
2005-D013,Davis Cup WG SF: SVK vs ARG,Davis Cup WG SF: SVK vs ARG,Hard,4,D,20050923,,
2005-D015,Davis Cup WG F: SVK vs CRO,Davis Cup WG F: SVK vs CRO,Hard,4,D,20051202,,
2006-D041,Davis Cup G1 R1: ISR vs SCG,Davis Cup G1 R1: ISR vs SCG,Hard,4,D,20060210,,
2006-D033,Davis Cup G1 R1: JPN vs CHN,Davis Cup G1 R1: JPN vs CHN,Carpet,4,D,20060210,,
